run_id,agent,seed,temperature,tau,sigma,ppo_train_seed,episodes,recall,precision,detections_per_joule,false_alarms,coverage,time_to_first_detection,ece,signed_calibration_error,accuracy,pool_split
random__s1__T3__tau0.75__sig1.5,random,1,3.0,0.75,1.5,,20,0.14129152342860724,0.2498864187489021,0.035672614496939196,68.25,0.168359375,34.3,,,,shift
random__s1__T3__tau0.75__sig3,random,1,3.0,0.75,3.0,,20,0.14802065263346567,0.2854167100755641,0.04130297153580681,66.15,0.168359375,4.6,,,,shift
random__s2__T3__tau0.75__sig0.75,random,2,3.0,0.75,0.75,,20,0.14867678815263047,0.1875589817075013,0.02706306210422632,72.95,0.16845703125,28.15,,,,shift
random__s2__T3__tau0.75__sig1.5,random,2,3.0,0.75,1.5,,20,0.15756393773054642,0.2690590950817452,0.040907485797871804,68.8,0.16845703125,14.95,,,,shift
random__s2__T3__tau0.75__sig3,random,2,3.0,0.75,3.0,,20,0.16347148907522202,0.3004123269723418,0.04630424733375614,66.45,0.16845703125,8.35,,,,shift
random__s3__T3__tau0.75__sig0.75,random,3,3.0,0.75,0.75,,20,0.1228939206383598,0.16501729011245175,0.022916617151536915,71.05,0.162451171875,43.9,,,,shift
random__s3__T3__tau0.75__sig1.5,random,3,3.0,0.75,1.5,,20,0.12312500976373035,0.22755971392794688,0.032849264764626865,68.2,0.162451171875,32.65,,,,shift
random__s3__T3__tau0.75__sig3,random,3,3.0,0.75,3.0,,20,0.13178579152641529,0.26136384868692153,0.03809253729491731,66.55,0.162451171875,16.05,,,,shift
random__s4__T3__tau0.75__sig0.75,random,4,3.0,0.75,0.75,,20,0.16466861745995987,0.215978734336491,0.030050169754386496,68.1,0.1625,37.2,,,,shift
random__s4__T3__tau0.75__sig1.5,random,4,3.0,0.75,1.5,,20,0.16999075765567545,0.3073460089322463,0.04538631741241396,62.45,0.1625,29.25,,,,shift
random__s4__T3__tau0.75__sig3,random,4,3.0,0.75,3.0,,20,0.1655173572007959,0.32896294426508665,0.04906665316230824,61.25,0.1625,16.25,,,,shift
random__s0__T4__tau0.75__sig0.75,random,0,4.0,0.75,0.75,,20,0.131051697226586,0.17708140384734852,0.024797104505297398,71.3,0.161083984375,45.35,,,,shift
random__s0__T4__tau0.75__sig1.5,random,0,4.0,0.75,1.5,,20,0.1329843273400882,0.2539018443094885,0.036846480289599276,66.35,0.161083984375,12.9,,,,shift
random__s0__T4__tau0.75__sig3,random,0,4.0,0.75,3.0,,20,0.13043461603372591,0.2724062775494498,0.040214857718385524,66.1,0.161083984375,10.25,,,,shift
random__s1__T4__tau0.75__sig0.75,random,1,4.0,0.75,0.75,,20,0.13973867746575475,0.17847985695739416,0.02425170695903706,71.1,0.168359375,55.7,,,,shift
random__s1__T4__tau0.75__sig1.5,random,1,4.0,0.75,1.5,,20,0.1383428924334347,0.24641544835167778,0.034812418718439694,67.6,0.168359375,37.25,,,,shift
random__s1__T4__tau0.75__sig3,random,1,4.0,0.75,3.0,,20,0.14451019362218842,0.28122787966167817,0.040364307777368595,65.65,0.168359375,5.6,,,,shift
random__s2__T4__tau0.75__sig0.75,random,2,4.0,0.75,0.75,,20,0.1444622492544008,0.18493058936450313,0.026280999286182417,72.75,0.16845703125,27.15,,,,shift
random__s2__T4__tau0.75__sig1.5,random,2,4.0,0.75,1.5,,20,0.15156435354251813,0.26376314852261934,0.039499515211595795,68.7,0.16845703125,17.35,,,,shift
random__s2__T4__tau0.75__sig3,random,2,4.0,0.75,3.0,,20,0.1589073492113823,0.29471805818841185,0.04513099844214085,66.6,0.16845703125,8.35,,,,shift
random__s3__T4__tau0.75__sig0.75,random,3,4.0,0.75,0.75,,20,0.11854094725483282,0.1587618552950168,0.02213462477328123,72.35,0.162451171875,43.9,,,,shift
random__s3__T4__tau0.75__sig1.5,random,3,4.0,0.75,1.5,,20,0.1190138680005591,0.21992188333687568,0.03175451942383033,69.25,0.162451171875,32.65,,,,shift
random__s3__T4__tau0.75__sig3,random,3,4.0,0.75,3.0,,20,0.12434241835009577,0.2479252055574454,0.036058788062979456,67.55,0.162451171875,21.6,,,,shift
random__s4__T4__tau0.75__sig0.75,random,4,4.0,0.75,0.75,,20,0.16002715304504816,0.21242907197317126,0.029189575507152545,67.9,0.1625,37.55,,,,shift
random__s4__T4__tau0.75__sig1.5,random,4,4.0,0.75,1.5,,20,0.16666861226341623,0.3035771604187176,0.04444761776125277,62.5,0.1625,29.75,,,,shift
random__s4__T4__tau0.75__sig3,random,4,4.0,0.75,3.0,,20,0.16090241379970793,0.3218585169679031,0.04758010417442769,61.5,0.1625,17.35,,,,shift
greedy_entropy__s0__T0.3__tau0.75__sig0.75,greedy_entropy,0,0.3,0.75,0.75,,20,0.27912977717688775,0.22524097473562765,0.05477450931702379,118.3,0.30966796875,17.15,,,,shift
greedy_entropy__s0__T0.3__tau0.75__sig1.5,greedy_entropy,0,0.3,0.75,1.5,,20,0.27709744134489783,0.3012970224705921,0.07721037869832326,112.4,0.31142578125,12.65,,,,shift
greedy_entropy__s0__T0.3__tau0.75__sig3,greedy_entropy,0,0.3,0.75,3.0,,20,0.29262972572652746,0.33841254103923724,0.08856024985272601,108.55,0.311376953125,11.5,,,,shift
greedy_entropy__s1__T0.3__tau0.75__sig0.75,greedy_entropy,1,0.3,0.75,0.75,,20,0.26965344326669005,0.2003221778026282,0.047571185303330266,120.15,0.31474609375,19.55,,,,shift
greedy_entropy__s1__T0.3__tau0.75__sig1.5,greedy_entropy,1,0.3,0.75,1.5,,20,0.31606229724156565,0.31783627217881827,0.0805745130950846,109.6,0.3109375,7.9,,,,shift
greedy_entropy__s1__T0.3__tau0.75__sig3,greedy_entropy,1,0.3,0.75,3.0,,20,0.28354149214741553,0.3123956640273724,0.07964374023247808,109.25,0.3123046875,7.2,,,,shift
greedy_entropy__s2__T0.3__tau0.75__sig0.75,greedy_entropy,2,0.3,0.75,0.75,,20,0.27664481190159707,0.2126260468831676,0.05148191372363743,119.95,0.312353515625,20.5,,,,shift
greedy_entropy__s2__T0.3__tau0.75__sig1.5,greedy_entropy,2,0.3,0.75,1.5,,20,0.31160394825257054,0.31893077877255827,0.08378083396111324,112.4,0.314404296875,9.0,,,,shift
greedy_entropy__s2__T0.3__tau0.75__sig3,greedy_entropy,2,0.3,0.75,3.0,,20,0.2833524529960385,0.3209059179422065,0.08247940380783567,108.25,0.304931640625,5.8,,,,shift
greedy_entropy__s3__T0.3__tau0.75__sig0.75,greedy_entropy,3,0.3,0.75,0.75,,20,0.2729681258949206,0.2134519696382812,0.05228126991531351,121.3,0.312060546875,20.7,,,,shift
greedy_entropy__s3__T0.3__tau0.75__sig1.5,greedy_entropy,3,0.3,0.75,1.5,,20,0.27954908939491185,0.2935887423029864,0.07533378908031424,114.9,0.315576171875,10.15,,,,shift
greedy_entropy__s3__T0.3__tau0.75__sig3,greedy_entropy,3,0.3,0.75,3.0,,20,0.28514220315398375,0.3233278882358824,0.08292286024671927,109.0,0.306298828125,14.95,,,,shift
greedy_entropy__s4__T0.3__tau0.75__sig0.75,greedy_entropy,4,0.3,0.75,0.75,,20,0.2714249594375197,0.21409594093883189,0.05070511343906584,117.7,0.311474609375,19.9,,,,shift
greedy_entropy__s4__T0.3__tau0.75__sig1.5,greedy_entropy,4,0.3,0.75,1.5,,20,0.29342572159687746,0.30780959567507604,0.07889682460039017,109.9,0.312451171875,21.05,,,,shift
greedy_entropy__s4__T0.3__tau0.75__sig3,greedy_entropy,4,0.3,0.75,3.0,,20,0.31432289694793436,0.3480036545292621,0.08967982494254487,106.35,0.304150390625,6.65,,,,shift
greedy_entropy__s0__T0.5__tau0.75__sig0.75,greedy_entropy,0,0.5,0.75,0.75,,20,0.29322806994782263,0.2453952590981335,0.05828864885992306,112.45,0.3009765625,11.4,,,,shift
greedy_entropy__s0__T0.5__tau0.75__sig1.5,greedy_entropy,0,0.5,0.75,1.5,,20,0.2347261147657239,0.2725524975463375,0.06628092588272844,111.05,0.294287109375,7.95,,,,shift
greedy_entropy__s0__T0.5__tau0.75__sig3,greedy_entropy,0,0.5,0.75,3.0,,20,0.3036129035607469,0.35408204462517867,0.09151603108003313,104.85,0.29404296875,5.05,,,,shift
greedy_entropy__s1__T0.5__tau0.75__sig0.75,greedy_entropy,1,0.5,0.75,0.75,,20,0.2668157110775023,0.2025969201519972,0.04679339417796528,116.75,0.293408203125,18.0,,,,shift
greedy_entropy__s1__T0.5__tau0.75__sig1.5,greedy_entropy,1,0.5,0.75,1.5,,20,0.28078464738611847,0.2939995034122188,0.07330101871433209,108.75,0.297119140625,11.9,,,,shift
greedy_entropy__s1__T0.5__tau0.75__sig3,greedy_entropy,1,0.5,0.75,3.0,,20,0.311161104777513,0.3388229236064563,0.08539927003535662,104.2,0.29609375,4.5,,,,shift
greedy_entropy__s2__T0.5__tau0.75__sig0.75,greedy_entropy,2,0.5,0.75,0.75,,20,0.2640891744332962,0.21504739025552227,0.05053791064915145,115.9,0.29814453125,36.45,,,,shift
greedy_entropy__s2__T0.5__tau0.75__sig1.5,greedy_entropy,2,0.5,0.75,1.5,,20,0.2588492864984991,0.28568632979809366,0.07025408746170667,110.15,0.29814453125,9.0,,,,shift
greedy_entropy__s2__T0.5__tau0.75__sig3,greedy_entropy,2,0.5,0.75,3.0,,20,0.2905466555226293,0.33077344448480045,0.08317947951807067,105.4,0.296923828125,5.5,,,,shift
greedy_entropy__s3__T0.5__tau0.75__sig0.75,greedy_entropy,3,0.5,0.75,0.75,,20,0.2935974581555327,0.23075192051361554,0.055403352779071026,116.35,0.29970703125,11.55,,,,shift
greedy_entropy__s3__T0.5__tau0.75__sig1.5,greedy_entropy,3,0.5,0.75,1.5,,20,0.2696454976706119,0.29096011467650185,0.07254637095776004,110.65,0.2986328125,9.8,,,,shift
greedy_entropy__s3__T0.5__tau0.75__sig3,greedy_entropy,3,0.5,0.75,3.0,,20,0.2694479835595891,0.30601634547304024,0.07760793395908548,109.1,0.292431640625,4.3,,,,shift
greedy_entropy__s4__T0.5__tau0.75__sig0.75,greedy_entropy,4,0.5,0.75,0.75,,20,0.29576567242008345,0.23294011445065016,0.05360310390462556,111.9,0.293994140625,15.6,,,,shift
greedy_entropy__s4__T0.5__tau0.75__sig1.5,greedy_entropy,4,0.5,0.75,1.5,,20,0.27386959201063,0.2939587492995618,0.07267173054174314,108.0,0.301513671875,9.65,,,,shift
greedy_entropy__s4__T0.5__tau0.75__sig3,greedy_entropy,4,0.5,0.75,3.0,,20,0.2708913803590559,0.32394917872339474,0.07887933149604058,103.1,0.29013671875,6.2,,,,shift
greedy_entropy__s0__T1__tau0.75__sig0.75,greedy_entropy,0,1.0,0.75,0.75,,20,0.22648303088427008,0.20791626181779016,0.04522712830123685,105.45,0.244580078125,40.7,,,,shift
greedy_entropy__s0__T1__tau0.75__sig1.5,greedy_entropy,0,1.0,0.75,1.5,,20,0.2586811279595974,0.3145988019947376,0.07323902336990042,99.35,0.254296875,15.35,,,,shift
greedy_entropy__s0__T1__tau0.75__sig3,greedy_entropy,0,1.0,0.75,3.0,,20,0.24548295502538106,0.32001375043429847,0.0753637371966372,99.65,0.251025390625,5.75,,,,shift
greedy_entropy__s1__T1__tau0.75__sig0.75,greedy_entropy,1,1.0,0.75,0.75,,20,0.21575628595861226,0.18454566400329964,0.03857380781487858,108.6,0.248291015625,22.7,,,,shift
greedy_entropy__s1__T1__tau0.75__sig1.5,greedy_entropy,1,1.0,0.75,1.5,,20,0.2575328958828431,0.2955441894119453,0.06746082328062583,99.25,0.2466796875,10.75,,,,shift
greedy_entropy__s1__T1__tau0.75__sig3,greedy_entropy,1,1.0,0.75,3.0,,20,0.2605030300394844,0.31658737389366765,0.07418601585852037,99.5,0.250341796875,5.05,,,,shift
greedy_entropy__s2__T1__tau0.75__sig0.75,greedy_entropy,2,1.0,0.75,0.75,,20,0.21934659098583542,0.18625415005357648,0.0406780763083446,111.5,0.2548828125,21.7,,,,shift
greedy_entropy__s2__T1__tau0.75__sig1.5,greedy_entropy,2,1.0,0.75,1.5,,20,0.23750483827851734,0.28062098016470466,0.063217841213516,101.45,0.248974609375,17.3,,,,shift
greedy_entropy__s2__T1__tau0.75__sig3,greedy_entropy,2,1.0,0.75,3.0,,20,0.2383978436892223,0.30157585836350503,0.06768063546825284,99.75,0.2462890625,4.7,,,,shift
greedy_entropy__s3__T1__tau0.75__sig0.75,greedy_entropy,3,1.0,0.75,0.75,,20,0.24159321572588457,0.21044708883494107,0.04592143161319566,108.25,0.251904296875,20.15,,,,shift
greedy_entropy__s3__T1__tau0.75__sig1.5,greedy_entropy,3,1.0,0.75,1.5,,20,0.23432625498697934,0.27564146997279265,0.06157471862969861,101.0,0.242724609375,24.3,,,,shift
greedy_entropy__s3__T1__tau0.75__sig3,greedy_entropy,3,1.0,0.75,3.0,,20,0.2554655891542878,0.31606121179665153,0.07410207802909843,101.05,0.25810546875,6.75,,,,shift
greedy_entropy__s4__T1__tau0.75__sig0.75,greedy_entropy,4,1.0,0.75,0.75,,20,0.21556118866135227,0.1917132264337831,0.039038678969072635,103.5,0.238671875,33.25,,,,shift
greedy_entropy__s4__T1__tau0.75__sig1.5,greedy_entropy,4,1.0,0.75,1.5,,20,0.20606878561198722,0.2562638925298294,0.05547185061735636,100.25,0.240966796875,7.85,,,,shift
greedy_entropy__s4__T1__tau0.75__sig3,greedy_entropy,4,1.0,0.75,3.0,,20,0.241781418998329,0.3137550114625892,0.07128211371307246,98.0,0.2470703125,7.55,,,,shift
greedy_entropy__s0__T2__tau0.75__sig0.75,greedy_entropy,0,2.0,0.75,0.75,,20,0.16097775204950632,0.15273221752978977,0.03192237546221024,110.55,0.197705078125,39.4,,,,shift
greedy_entropy__s0__T2__tau0.75__sig1.5,greedy_entropy,0,2.0,0.75,1.5,,20,0.17995985653775476,0.23322526417662964,0.05046032090605919,102.2,0.196044921875,12.0,,,,shift
greedy_entropy__s0__T2__tau0.75__sig3,greedy_entropy,0,2.0,0.75,3.0,,20,0.22510280313761596,0.3029988028692903,0.06875949754045715,98.7,0.20126953125,10.75,,,,shift
greedy_entropy__s1__T2__tau0.75__sig0.75,greedy_entropy,1,2.0,0.75,0.75,,20,0.17308725499807215,0.14779218459157714,0.030671574794842775,110.05,0.19267578125,37.2,,,,shift
greedy_entropy__s1__T2__tau0.75__sig1.5,greedy_entropy,1,2.0,0.75,1.5,,20,0.18034139630597665,0.21969468518614638,0.04687317624657551,104.15,0.1931640625,14.85,,,,shift
greedy_entropy__s1__T2__tau0.75__sig3,greedy_entropy,1,2.0,0.75,3.0,,20,0.21976591349628732,0.27496053293262135,0.06159343986061559,101.4,0.196533203125,8.95,,,,shift
greedy_entropy__s2__T2__tau0.75__sig0.75,greedy_entropy,2,2.0,0.75,0.75,,20,0.1592909747974937,0.14649268454013864,0.03037051121701161,111.2,0.194970703125,43.3,,,,shift
greedy_entropy__s2__T2__tau0.75__sig1.5,greedy_entropy,2,2.0,0.75,1.5,,20,0.1893049337937141,0.23395720944623277,0.05133564792834751,105.25,0.198388671875,21.1,,,,shift
greedy_entropy__s2__T2__tau0.75__sig3,greedy_entropy,2,2.0,0.75,3.0,,20,0.19423092666829722,0.25445212775376563,0.05578418818820213,103.15,0.198095703125,10.35,,,,shift
greedy_entropy__s3__T2__tau0.75__sig0.75,greedy_entropy,3,2.0,0.75,0.75,,20,0.1636178831781443,0.15219152933123603,0.03152939561000271,110.1,0.193115234375,45.15,,,,shift
greedy_entropy__s3__T2__tau0.75__sig1.5,greedy_entropy,3,2.0,0.75,1.5,,20,0.1819705279958899,0.23169971535093206,0.04992718054307292,103.5,0.194287109375,47.95,,,,shift
greedy_entropy__s3__T2__tau0.75__sig3,greedy_entropy,3,2.0,0.75,3.0,,20,0.21994565198350843,0.27629982125578134,0.0626084107255432,103.0,0.200830078125,6.35,,,,shift
greedy_entropy__s4__T2__tau0.75__sig0.75,greedy_entropy,4,2.0,0.75,0.75,,20,0.17953601061410457,0.1622371601899052,0.03286955813651159,107.0,0.190283203125,47.85,,,,shift
greedy_entropy__s4__T2__tau0.75__sig1.5,greedy_entropy,4,2.0,0.75,1.5,,20,0.1811129979366842,0.2218855303495995,0.047892471091220065,104.25,0.194970703125,13.2,,,,shift
greedy_entropy__s4__T2__tau0.75__sig3,greedy_entropy,4,2.0,0.75,3.0,,20,0.21478566176958136,0.2767300748543854,0.06085713064193514,99.9,0.1935546875,7.65,,,,shift
greedy_entropy__s0__T3__tau0.75__sig0.75,greedy_entropy,0,3.0,0.75,0.75,,20,0.17622716835288518,0.15890301492321826,0.034582225206816024,115.6,0.168115234375,30.0,,,,shift
greedy_entropy__s0__T3__tau0.75__sig1.5,greedy_entropy,0,3.0,0.75,1.5,,20,0.17151323492890158,0.21540998531692593,0.048358384349759205,110.2,0.170849609375,18.35,,,,shift
greedy_entropy__s0__T3__tau0.75__sig3,greedy_entropy,0,3.0,0.75,3.0,,20,0.16687879631057087,0.22821622249870877,0.05116357676209906,108.75,0.16962890625,9.3,,,,shift
greedy_entropy__s1__T3__tau0.75__sig0.75,greedy_entropy,1,3.0,0.75,0.75,,20,0.12590692143864796,0.10659003577181281,0.022375563757653157,117.9,0.1615234375,63.0,,,,shift
greedy_entropy__s1__T3__tau0.75__sig1.5,greedy_entropy,1,3.0,0.75,1.5,,20,0.1792709103861282,0.21062843752096003,0.04734261290362034,111.55,0.170654296875,27.5,,,,shift
greedy_entropy__s1__T3__tau0.75__sig3,greedy_entropy,1,3.0,0.75,3.0,,20,0.17242692222919914,0.22241710229173414,0.04897807510303594,108.35,0.166796875,12.6,,,,shift
greedy_entropy__s2__T3__tau0.75__sig0.75,greedy_entropy,2,3.0,0.75,0.75,,20,0.17667824935058624,0.14985419841940187,0.032947713068918985,117.15,0.168701171875,41.55,,,,shift
greedy_entropy__s2__T3__tau0.75__sig1.5,greedy_entropy,2,3.0,0.75,1.5,,20,0.16432949038334443,0.1923817489608337,0.04341991092643295,113.75,0.1720703125,27.9,,,,shift
greedy_entropy__s2__T3__tau0.75__sig3,greedy_entropy,2,3.0,0.75,3.0,,20,0.16033198316720096,0.2089340953511937,0.04720093806431784,111.2,0.1697265625,29.25,,,,shift
greedy_entropy__s3__T3__tau0.75__sig0.75,greedy_entropy,3,3.0,0.75,0.75,,20,0.17545894605124812,0.14869117332805354,0.03232618616609421,116.85,0.16865234375,39.55,,,,shift
greedy_entropy__s3__T3__tau0.75__sig1.5,greedy_entropy,3,3.0,0.75,1.5,,20,0.15875200339118178,0.19258014498627568,0.04311187589747113,113.75,0.171728515625,17.4,,,,shift
greedy_entropy__s3__T3__tau0.75__sig3,greedy_entropy,3,3.0,0.75,3.0,,20,0.17874746659270954,0.22437291652891242,0.05063405106628458,110.35,0.17392578125,5.25,,,,shift
greedy_entropy__s4__T3__tau0.75__sig0.75,greedy_entropy,4,3.0,0.75,0.75,,20,0.15730055010865968,0.13475562258008095,0.028875800398693297,117.15,0.166162109375,38.5,,,,shift
greedy_entropy__s4__T3__tau0.75__sig1.5,greedy_entropy,4,3.0,0.75,1.5,,20,0.1738683423821633,0.20376331442366685,0.04514168015589526,111.85,0.168017578125,22.9,,,,shift
greedy_entropy__s4__T3__tau0.75__sig3,greedy_entropy,4,3.0,0.75,3.0,,20,0.17567977330401827,0.22718308124261966,0.05180355275735975,109.45,0.170361328125,11.6,,,,shift
greedy_entropy__s0__T4__tau0.75__sig0.75,greedy_entropy,0,4.0,0.75,0.75,,20,0.14040817236126685,0.12794788508607072,0.0287955510674358,122.5,0.15458984375,39.9,,,,shift
greedy_entropy__s0__T4__tau0.75__sig1.5,greedy_entropy,0,4.0,0.75,1.5,,20,0.13752385488067834,0.17167795776556632,0.03880162406375959,118.3,0.156884765625,28.55,,,,shift
greedy_entropy__s0__T4__tau0.75__sig3,greedy_entropy,0,4.0,0.75,3.0,,20,0.17467214223963215,0.2289837704706,0.05313594557946749,113.25,0.15986328125,11.4,,,,shift
greedy_entropy__s1__T4__tau0.75__sig0.75,greedy_entropy,1,4.0,0.75,0.75,,20,0.17736933932956495,0.14305949196397094,0.03200184200511,121.15,0.155615234375,68.15,,,,shift
greedy_entropy__s1__T4__tau0.75__sig1.5,greedy_entropy,1,4.0,0.75,1.5,,20,0.16887326082250437,0.189202582857615,0.043579830220446515,118.2,0.158642578125,25.6,,,,shift
greedy_entropy__s1__T4__tau0.75__sig3,greedy_entropy,1,4.0,0.75,3.0,,20,0.1854350065968265,0.21585316009190741,0.0498389329544858,114.9,0.15927734375,7.6,,,,shift
greedy_entropy__s2__T4__tau0.75__sig0.75,greedy_entropy,2,4.0,0.75,0.75,,20,0.13900019347385276,0.11687049502643976,0.02598049380684882,123.7,0.153125,69.4,,,,shift
greedy_entropy__s2__T4__tau0.75__sig1.5,greedy_entropy,2,4.0,0.75,1.5,,20,0.14149240691577197,0.16996816342993484,0.0391168327103613,120.0,0.1564453125,18.1,,,,shift
greedy_entropy__s2__T4__tau0.75__sig3,greedy_entropy,2,4.0,0.75,3.0,,20,0.16645167676224146,0.20736166067651407,0.04764483602880835,115.3,0.15693359375,15.8,,,,shift
greedy_entropy__s3__T4__tau0.75__sig0.75,greedy_entropy,3,4.0,0.75,0.75,,20,0.15310327426799006,0.13277175345775513,0.029894986610756548,123.4,0.15654296875,37.45,,,,shift
greedy_entropy__s3__T4__tau0.75__sig1.5,greedy_entropy,3,4.0,0.75,1.5,,20,0.1624161449788096,0.1885541171761153,0.04349591777062296,118.9,0.160546875,19.8,,,,shift
greedy_entropy__s3__T4__tau0.75__sig3,greedy_entropy,3,4.0,0.75,3.0,,20,0.17402101951720522,0.2107289652963055,0.04922611435239916,116.95,0.161279296875,7.9,,,,shift
greedy_entropy__s4__T4__tau0.75__sig0.75,greedy_entropy,4,4.0,0.75,0.75,,20,0.14310116124715816,0.12047528388259746,0.026685302563834223,122.9,0.15283203125,33.1,,,,shift
greedy_entropy__s4__T4__tau0.75__sig1.5,greedy_entropy,4,4.0,0.75,1.5,,20,0.17577175837634895,0.19792962989155272,0.0456806637772194,117.15,0.15810546875,19.55,,,,shift
greedy_entropy__s4__T4__tau0.75__sig3,greedy_entropy,4,4.0,0.75,3.0,,20,0.1778603517161573,0.2267088874659126,0.05282084213491698,113.75,0.158349609375,8.8,,,,shift
ppo__s0__T0.3__tau0.75__sig0.75-p0,ppo,0,0.3,0.75,0.75,0,20,0.3794341700255162,0.29100112641205833,0.07363931133080949,113.2,0.3333984375,15.65,,,,shift
ppo__s0__T0.3__tau0.75__sig0.75-p1,ppo,0,0.3,0.75,0.75,1,20,0.3651666117403417,0.28854261034842565,0.07118297546755989,110.95,0.3287109375,16.05,,,,shift
ppo__s0__T0.3__tau0.75__sig0.75-p2,ppo,0,0.3,0.75,0.75,2,20,0.336107343993591,0.2713702928141456,0.06476475313965924,109.0,0.313427734375,13.4,,,,shift
ppo__s0__T0.3__tau0.75__sig1.5-p0,ppo,0,0.3,0.75,1.5,0,20,0.3520976710988261,0.3780923402887309,0.10041097867066491,103.4,0.327197265625,6.1,,,,shift
ppo__s0__T0.3__tau0.75__sig1.5-p1,ppo,0,0.3,0.75,1.5,1,20,0.3574360067726105,0.3765326249424813,0.1006962658543411,104.15,0.328857421875,10.65,,,,shift
ppo__s0__T0.3__tau0.75__sig1.5-p2,ppo,0,0.3,0.75,1.5,2,20,0.3383378001361597,0.3719325554497385,0.09427140125816288,101.25,0.310107421875,10.6,,,,shift
ppo__s0__T0.3__tau0.75__sig3-p0,ppo,0,0.3,0.75,3.0,0,20,0.3455093187579229,0.39708330617469223,0.10522299186681353,101.35,0.3259765625,4.2,,,,shift
ppo__s0__T0.3__tau0.75__sig3-p1,ppo,0,0.3,0.75,3.0,1,20,0.33782426123142406,0.38206944289671485,0.10227267786291139,103.9,0.33359375,5.4,,,,shift
ppo__s0__T0.3__tau0.75__sig3-p2,ppo,0,0.3,0.75,3.0,2,20,0.3124039557147605,0.3887147809051419,0.0941929315303455,97.7,0.307421875,4.25,,,,shift
ppo__s1__T0.3__tau0.75__sig0.75-p0,ppo,1,0.3,0.75,0.75,0,20,0.35124171162223655,0.2634324765725583,0.06375886883416564,112.0,0.326318359375,16.75,,,,shift
ppo__s1__T0.3__tau0.75__sig0.75-p1,ppo,1,0.3,0.75,0.75,1,20,0.3551633278109075,0.26221857468651716,0.06384162568902167,112.55,0.329248046875,10.25,,,,shift
ppo__s1__T0.3__tau0.75__sig0.75-p2,ppo,1,0.3,0.75,0.75,2,20,0.3632888547521872,0.27113990631682666,0.06469891572194462,110.45,0.321435546875,10.0,,,,shift
ppo__s1__T0.3__tau0.75__sig1.5-p0,ppo,1,0.3,0.75,1.5,0,20,0.3467328084821827,0.35127005931719735,0.0899686903628721,103.95,0.328564453125,9.7,,,,shift
ppo__s1__T0.3__tau0.75__sig1.5-p1,ppo,1,0.3,0.75,1.5,1,20,0.3514142415427154,0.3536448380118179,0.09061492270188623,104.6,0.328662109375,6.4,,,,shift
ppo__s1__T0.3__tau0.75__sig1.5-p2,ppo,1,0.3,0.75,1.5,2,20,0.34882118339724283,0.35103549240839105,0.08911762522359029,104.45,0.321240234375,7.25,,,,shift
ppo__s1__T0.3__tau0.75__sig3-p0,ppo,1,0.3,0.75,3.0,0,20,0.32339325696885246,0.34593140085739404,0.09086529979621347,107.7,0.334521484375,4.85,,,,shift
ppo__s1__T0.3__tau0.75__sig3-p1,ppo,1,0.3,0.75,3.0,1,20,0.354592793480132,0.38670957932927935,0.09958444335326767,100.2,0.323974609375,5.25,,,,shift
ppo__s1__T0.3__tau0.75__sig3-p2,ppo,1,0.3,0.75,3.0,2,20,0.33340779398606724,0.3571159160479433,0.09269190718433089,105.7,0.331396484375,5.2,,,,shift
ppo__s2__T0.3__tau0.75__sig0.75-p0,ppo,2,0.3,0.75,0.75,0,20,0.33485302556019597,0.257612776656417,0.06243110891869034,114.4,0.330859375,17.3,,,,shift
ppo__s2__T0.3__tau0.75__sig0.75-p1,ppo,2,0.3,0.75,0.75,1,20,0.3267198359072331,0.2529026149359412,0.0610153403944339,112.1,0.323486328125,14.35,,,,shift
ppo__s2__T0.3__tau0.75__sig0.75-p2,ppo,2,0.3,0.75,0.75,2,20,0.36205596043579286,0.2685142807131091,0.06564006483931542,114.7,0.3298828125,12.55,,,,shift
ppo__s2__T0.3__tau0.75__sig1.5-p0,ppo,2,0.3,0.75,1.5,0,20,0.333867729390015,0.3443721519929066,0.08903667186817074,106.9,0.326171875,7.55,,,,shift
ppo__s2__T0.3__tau0.75__sig1.5-p1,ppo,2,0.3,0.75,1.5,1,20,0.3517016430594052,0.3593093566030589,0.09214674687929175,103.75,0.324951171875,7.85,,,,shift
ppo__s2__T0.3__tau0.75__sig1.5-p2,ppo,2,0.3,0.75,1.5,2,20,0.3323888320813112,0.34008366082907726,0.08723802044297006,106.55,0.32734375,10.8,,,,shift
ppo__s2__T0.3__tau0.75__sig3-p0,ppo,2,0.3,0.75,3.0,0,20,0.3305969785408572,0.3590187039330749,0.09547648089321276,107.3,0.3326171875,4.3,,,,shift
ppo__s2__T0.3__tau0.75__sig3-p1,ppo,2,0.3,0.75,3.0,1,20,0.3204436036321767,0.3506928989059662,0.09170623416574307,106.5,0.3328125,7.25,,,,shift
ppo__s2__T0.3__tau0.75__sig3-p2,ppo,2,0.3,0.75,3.0,2,20,0.3313507447933333,0.3534472256845785,0.09427605909760589,109.5,0.33447265625,5.45,,,,shift
ppo__s3__T0.3__tau0.75__sig0.75-p0,ppo,3,0.3,0.75,0.75,0,20,0.33306528558572424,0.254451581276938,0.06297683142382768,116.65,0.33076171875,15.85,,,,shift
